seed,tracker,scans,total_births,total_confirmed_births,rms_gospa,rms_localization,rms_missed,rms_false,early_rms_gospa,late_rms_gospa,mean_cardinality_error,mean_false_targets,mean_missed_targets,final_birth_atoms,recurrent_birth_atoms,spurious_birth_atoms,birth_region_error,runtime_seconds
126,pmbm_broad,96,NaN,NaN,4.8025492326,0.817707648364,4.01818781708,2.5,4.20484899067,5.07507055913,0.40625,0.125,0.322916666667,NaN,NaN,NaN,NaN,150.532310009
126,pmbm_oracle,96,NaN,NaN,3.25250410665,0.826407665993,1.44337567297,2.79508497187,2.29677810123,3.63738637245,0.197916666667,0.15625,0.0416666666667,NaN,NaN,NaN,NaN,3.76261806488
127,pmbm_broad,96,NaN,NaN,4.6269889882,0.758744860648,3.53553390593,2.88675134595,4.3629541722,4.75350987071,0.375,0.166666666667,0.25,NaN,NaN,NaN,NaN,176.331282854
127,pmbm_oracle,96,NaN,NaN,3.53296406724,0.708991137963,1.02062072616,3.30718913883,3.11916677658,3.72265388674,0.239583333333,0.21875,0.0208333333333,NaN,NaN,NaN,NaN,4.58562302589
128,pmbm_broad,96,NaN,NaN,4.45182026918,0.740182663774,3.81881307913,2.16506350946,4.7299014074,4.30605061533,0.385416666667,0.09375,0.291666666667,NaN,NaN,NaN,NaN,150.536293983
128,pmbm_oracle,96,NaN,NaN,2.71065085046,0.759470012421,1.25,2.28217732294,2.60926151158,2.75994913572,0.135416666667,0.104166666667,0.03125,NaN,NaN,NaN,NaN,4.24554204941
129,pmbm_broad,96,NaN,NaN,4.61566992254,0.686349401207,3.81881307913,2.5,4.21700049883,4.80261039928,0.395833333333,0.125,0.291666666667,NaN,NaN,NaN,NaN,137.807849169
129,pmbm_oracle,96,NaN,NaN,3.05861771817,0.707796354348,0.721687836487,2.88675134595,2.90176741651,3.13410058056,0.177083333333,0.166666666667,0.0104166666667,NaN,NaN,NaN,NaN,5.07891011238
130,pmbm_broad,96,NaN,NaN,4.65372168461,0.907629982153,3.60843918244,2.79508497187,4.19636006608,4.86630962585,0.354166666667,0.15625,0.260416666667,NaN,NaN,NaN,NaN,177.369030952
130,pmbm_oracle,96,NaN,NaN,3.90713609722,0.826062436406,1.25,3.60843918244,4.01330735589,3.85295351086,0.291666666667,0.260416666667,0.03125,NaN,NaN,NaN,NaN,5.60125088692
131,pmbm_broad,96,NaN,NaN,4.83666350854,0.690396428282,4.14578098794,2.39356776939,5.34429489746,4.56171315043,0.4375,0.114583333333,0.34375,NaN,NaN,NaN,NaN,150.648594856
131,pmbm_oracle,96,NaN,NaN,3.14082276392,0.69983400484,1.61374306092,2.60208249933,3.3760501482,3.01633787065,0.1875,0.135416666667,0.0520833333333,NaN,NaN,NaN,NaN,4.06608295441
132,pmbm_broad,96,NaN,NaN,5.0548671091,0.742752644311,4.01818781708,2.97559517856,4.89080494982,5.13493288246,0.416666666667,0.177083333333,0.322916666667,NaN,NaN,NaN,NaN,163.590723991
132,pmbm_oracle,96,NaN,NaN,3.62374862077,0.794703760215,1.61374306092,3.14576434803,3.62798925382,3.6216264422,0.229166666667,0.197916666667,0.0520833333333,NaN,NaN,NaN,NaN,3.83981990814
133,pmbm_broad,96,NaN,NaN,4.96497419291,0.832247200596,4.08248290464,2.70030862434,5.19772771487,4.84440568134,0.4375,0.145833333333,0.333333333333,NaN,NaN,NaN,NaN,140.645236015
133,pmbm_oracle,96,NaN,NaN,3.25192601569,0.824129527544,1.02062072616,2.97559517856,3.13570012038,3.30850821289,0.197916666667,0.177083333333,0.0208333333333,NaN,NaN,NaN,NaN,4.18950891495
134,pmbm_broad,96,NaN,NaN,4.9529536021,0.757242399234,4.14578098794,2.60208249933,4.21089507528,5.28505491072,0.458333333333,0.135416666667,0.34375,NaN,NaN,NaN,NaN,157.5579741
134,pmbm_oracle,96,NaN,NaN,3.07354107525,0.769732469473,1.61374306092,2.5,2.60766289158,3.28177227025,0.177083333333,0.125,0.0520833333333,NaN,NaN,NaN,NaN,3.7516810894
135,pmbm_broad,96,NaN,NaN,4.9990809525,1.01610877187,3.88640793879,2.97559517856,4.68992750707,5.14669850911,0.4375,0.177083333333,0.302083333333,NaN,NaN,NaN,NaN,144.747995138
135,pmbm_oracle,96,NaN,NaN,3.49959170402,0.88814906493,1.44337567297,3.06186217848,2.95116956264,3.74379650202,0.229166666667,0.1875,0.0416666666667,NaN,NaN,NaN,NaN,5.37831902504
136,pmbm_broad,96,NaN,NaN,4.68021013831,0.74175485981,3.88640793879,2.5,4.58836213436,4.7254647253,0.385416666667,0.125,0.302083333333,NaN,NaN,NaN,NaN,145.981720924
136,pmbm_oracle,96,NaN,NaN,3.38925156881,0.741300341744,1.25,3.06186217848,3.18015626666,3.48910337405,0.197916666667,0.1875,0.03125,NaN,NaN,NaN,NaN,4.45115494728
137,pmbm_broad,96,NaN,NaN,4.64224427714,0.846816742453,4.08248290464,2.04124145232,4.89723218564,4.50934655498,0.416666666667,0.0833333333333,0.333333333333,NaN,NaN,NaN,NaN,142.918981075
137,pmbm_oracle,96,NaN,NaN,3.24638904236,0.802002793648,1.25,2.88675134595,3.6177609143,3.04375848336,0.177083333333,0.166666666667,0.03125,NaN,NaN,NaN,NaN,4.79363298416
138,pmbm_broad,96,NaN,NaN,4.72834306546,0.694426486178,4.08248290464,2.28217732294,4.19437034091,4.97387886249,0.416666666667,0.104166666667,0.333333333333,NaN,NaN,NaN,NaN,121.987186909
138,pmbm_oracle,96,NaN,NaN,3.46200686742,0.726056620901,1.90940653956,2.79508497187,2.86428595309,3.72507319587,0.229166666667,0.15625,0.0729166666667,NaN,NaN,NaN,NaN,4.52824401855
139,pmbm_broad,96,NaN,NaN,4.61785838821,0.700915658408,3.67990036097,2.70030862434,4.19238397608,4.81652181962,0.354166666667,0.145833333333,0.270833333333,NaN,NaN,NaN,NaN,151.047512054
139,pmbm_oracle,96,NaN,NaN,3.4629440333,0.730512179545,1.02062072616,3.22748612184,2.57573323673,3.83024427593,0.229166666667,0.208333333333,0.0208333333333,NaN,NaN,NaN,NaN,4.6403529644
140,pmbm_broad,96,NaN,NaN,4.69395805476,0.824060406245,3.81881307913,2.60208249933,4.56063966051,4.7592169811,0.427083333333,0.135416666667,0.291666666667,NaN,NaN,NaN,NaN,166.672911882
140,pmbm_oracle,96,NaN,NaN,3.55932468603,0.830436965664,1.25,3.22748612184,2.62429032741,3.94458343424,0.239583333333,0.208333333333,0.03125,NaN,NaN,NaN,NaN,5.58322095871
141,pmbm_broad,96,NaN,NaN,4.67731741646,0.723278333492,4.08248290464,2.16506350946,4.73627685958,4.64755721603,0.40625,0.09375,0.333333333333,NaN,NaN,NaN,NaN,169.646630049
141,pmbm_oracle,96,NaN,NaN,3.0583088632,0.7064604986,1.76776695297,2.39356776939,3.15173770358,3.01050732901,0.15625,0.114583333333,0.0625,NaN,NaN,NaN,NaN,4.14433383942
142,pmbm_broad,96,NaN,NaN,4.85594648983,0.814585566643,4.14578098794,2.39356776939,4.57512442061,4.99043512492,0.458333333333,0.114583333333,0.34375,NaN,NaN,NaN,NaN,176.362138987
142,pmbm_oracle,96,NaN,NaN,3.16535263383,0.802780976655,1.25,2.79508497187,3.15514302289,3.17044511028,0.1875,0.15625,0.03125,NaN,NaN,NaN,NaN,3.93678593636
143,pmbm_broad,96,NaN,NaN,4.46623049421,0.822424157043,3.53553390593,2.60208249933,4.42153517163,4.48841125613,0.364583333333,0.135416666667,0.25,NaN,NaN,NaN,NaN,159.758725882
143,pmbm_oracle,96,NaN,NaN,2.81328191122,0.789232820728,0,2.70030862434,2.9078097227,2.76480631803,0.145833333333,0.145833333333,0,NaN,NaN,NaN,NaN,4.10487508774
144,pmbm_broad,96,NaN,NaN,4.62132684691,0.723414468064,3.75,2.60208249933,4.38256127512,4.73619795552,0.395833333333,0.135416666667,0.28125,NaN,NaN,NaN,NaN,153.313887835
144,pmbm_oracle,96,NaN,NaN,3.15447604784,0.758761580752,0.721687836487,2.97559517856,2.88089969918,3.28272556975,0.1875,0.177083333333,0.0104166666667,NaN,NaN,NaN,NaN,3.98116707802
145,pmbm_broad,96,NaN,NaN,4.56373938635,0.717786309791,3.75,2.5,4.3831462314,4.65140735013,0.40625,0.125,0.28125,NaN,NaN,NaN,NaN,165.055078983
145,pmbm_oracle,96,NaN,NaN,2.99331332119,0.791575205191,1.02062072616,2.70030862434,2.91933391831,3.02962566911,0.166666666667,0.145833333333,0.0208333333333,NaN,NaN,NaN,NaN,3.9193239212
146,pmbm_broad,96,NaN,NaN,4.84656260422,0.756638890037,4.01818781708,2.60208249933,4.92183060628,4.80848680526,0.395833333333,0.135416666667,0.322916666667,NaN,NaN,NaN,NaN,141.620091915
146,pmbm_oracle,96,NaN,NaN,3.54098426416,0.74793241162,1.61374306092,3.06186217848,3.41516955069,3.60224413505,0.21875,0.1875,0.0520833333333,NaN,NaN,NaN,NaN,4.67161107063
147,pmbm_broad,96,NaN,NaN,4.6131893396,0.669464375212,3.95284707521,2.28217732294,4.72869594432,4.55433762007,0.416666666667,0.104166666667,0.3125,NaN,NaN,NaN,NaN,137.429252148
147,pmbm_oracle,96,NaN,NaN,3.07209726855,1.46496244347,0.721687836487,2.60208249933,3.31049216695,2.94567364918,0.145833333333,0.135416666667,0.0104166666667,NaN,NaN,NaN,NaN,3.68844199181
148,pmbm_broad,96,NaN,NaN,4.74412703108,0.794821544136,4.01818781708,2.39356776939,4.41492091837,4.90044371183,0.4375,0.114583333333,0.322916666667,NaN,NaN,NaN,NaN,134.452393055
148,pmbm_oracle,96,NaN,NaN,3.24528673731,0.797529105432,1.44337567297,2.79508497187,2.90170827921,3.40409658238,0.197916666667,0.15625,0.0416666666667,NaN,NaN,NaN,NaN,3.87310290337
149,pmbm_broad,96,NaN,NaN,5.0162866347,0.827021725693,3.95284707521,2.97559517856,5.0607745448,4.9938940623,0.427083333333,0.177083333333,0.3125,NaN,NaN,NaN,NaN,156.236105919
149,pmbm_oracle,96,NaN,NaN,3.16545394923,0.803180368706,1.25,2.79508497187,2.89967404865,3.29030291353,0.1875,0.15625,0.03125,NaN,NaN,NaN,NaN,3.92278194427
